Page Id	URL	Name	Type Attr	Value
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:1970_deaths
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:20th-century_American_singers
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:African-American_guitarists
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:African-American_male_singers
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:African-American_military_personnel
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:African-American_rock_singers
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:African-American_singer-songwriters
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Alcohol-related_deaths_in_England
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_expatriates_in_the_United_Kingdom
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_male_guitarists
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_male_singer-songwriters
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_people_of_Cherokee_descent
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_people_of_Irish_descent
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_record_producers
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_rock_guitarists
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_rock_singers
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:American_rock_songwriters
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Band_of_Gypsys_members
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Counterculture_of_the_1960s
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Drug-related_deaths_in_England
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Garfield_High_School_(Seattle,_Washington)_alumni
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Grammy_Lifetime_Achievement_Award_winners
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Jimi_Hendrix
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Lead_guitarists
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Military_brats
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Musicians_from_Seattle,_Washington
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:People_from_Renton,_Washington
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Psychedelic_rock_musicians
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Rock_and_Roll_Hall_of_Fame_inductees
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:Songwriters_from_Washington_(state)
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:The_Jimi_Hendrix_Experience_members
page-1402	Jimi_Hendrix	Jimi Hendrix	dct:subject	dbc:United_States_Army_soldiers
page-1402	Jimi_Hendrix	Jimi Hendrix	is dbp:subject of	dbr:The_Electric_Lady_Studio_Guitar
page-1402	Jimi_Hendrix	Jimi Hendrix	is dbp:subject of	dbr:List_of_English_Heritage_blue_plaques_in_the_City_of_Westminster
page-1402	Jimi_Hendrix	Jimi Hendrix	is dbp:subject of	dbr:Jimi_Hendrix:_An_Illustrated_Experience
page-1359	Jazz_guitar	Jazz guitar	dct:subject	dbc:Guitars
page-1359	Jazz_guitar	Jazz guitar	dct:subject	dbc:Jazz_instruments
page-1359	Jazz_guitar	Jazz guitar	dct:subject	dbc:Occupations_in_music
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:1943_births
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:20th-century_Canadian_singers
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:21st-century_Canadian_singers
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Appalachian_dulcimer_players
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Asylum_Records_artists
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_Music_Hall_of_Fame_inductees
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_expatriate_musicians_in_the_United_States
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_female_folk_guitarists
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_female_folk_singer-songwriters
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_female_singers
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_people_of_Irish_descent
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_people_of_Norwegian_descent
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_people_of_Sami_descent
page-1475	Joni_Mitchell	Joni Mitchell	dct:subject	dbc:Canadian_people_of_Scottish_descent
