URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
Private_Passions	Private Passions	genres	guest list	5	3933			other			
NEA_Jazz_Masters	NEA Jazz Masters	events	nea jazz masters	3	3893			other			
Tadd_Dameron_turnaround	Tadd Dameron turnaround	genres	first paragraph	0	3840			other			
Tadd_Dameron_turnaround	Tadd Dameron turnaround	genres	first paragraph	0	3840			other			
African_Americans_in_Davenport,_Iowa	African Americans in Davenport, Iowa	places	culture	39	3814			other			
Danish_Culture_Canon	Danish Culture Canon	genres	music	28	3592			other			
List_of_Rough_Guide_albums	List of Rough Guide albums	works	first paragraph	0	3526			other			
List_of_Rough_Guide_albums	List of Rough Guide albums	works	first paragraph	0	3526			other			
List_of_Yamaha_signature_instruments	List of Yamaha signature instruments	genres	guitars	13	3472			other			
Martin_Committee	Martin Committee	companies	trumpet	8	3406			other			
List_of_compositions_by_Bill_Evans	List of compositions by Bill Evans	works	first paragraph	0	3351			other			
Arts_and_culture_of_Washington,_D.C.	Arts and culture of Washington, D.C.	places	historic sites and museums	40	3337			other			
Theme_Time_Radio_Hour_(season_2)	Theme Time Radio Hour (season 2)	works	season 2  episodes 51 to 75	125	3051			other			
Prince_Interactive	Prince Interactive	works	summary	4	3027			other			
Joint_issue	Joint issue	other	france	50	2790			other			
Joint_issue	Joint issue	other	united states	146	2790			other			
United_States_Academic_Decathlon_topics	United States Academic Decathlon topics	places	topics used	14	2728			other			
X5_Music_Group	X5 Music Group	musicians	history	28	2607			other			
List_of_SACD_artists	List of SACD artists	musicians	jazz artists	7	2496			other			
Theme_Time_Radio_Hour_(season_3)	Theme Time Radio Hour (season 3)	works	episodes	71	2463			other			
Celluloid_Records	Celluloid Records	musicians	expansion	10	2439			other			
List_of_The_Memory_Palace_episodes	List of The Memory Palace episodes	works	list of episodes	2	2385			other			
List_of_Whitney_Biennial_artists	List of Whitney Biennial artists	events	2006	20	2363			other			
Debut_Records	Debut Records	musicians	discography	12	2353			other			
Debut_Records	Debut Records	musicians	first paragraph	0	2353			other			
THD_Electronics	THD Electronics	companies	amplifier basics	17	2329			other			
Julien%27s_Auctions	Julien's Auctions	other	auctions	11	2283			other			
Sitar_in_jazz	Sitar in jazz	genres	early uses	9	2243			other			
Sitar_in_jazz	Sitar in jazz	genres	first paragraph	0	2243			other			
List_of_1960s_one-hit_wonders_in_the_United_States	List of 1960s one-hit wonders in the United States	events	notes and references	29	67038			other		1	
List_of_The_Tonight_Show_Starring_Johnny_Carson_episodes_(1970)	List of The Tonight Show Starring Johnny Carson episodes (1970)	works	1970	26	2180			other			
List_of_Peabody_Award_winners_(1990%E2%80%9399)	List of Peabody Award winners (1990–99)	other	1991	7	2143			other			
List_of_slap_bass_players_(electric_bass)	List of slap bass players (electric bass)	musicians	m	26	1989			other			
Metronome_magazine	Metronome magazine	works	first paragraph	0	1895			other			
List_of_people_on_the_cover_of_The_FADER	List of people on the cover of The FADER	other	first paragraph	0	1828			other			
Arts_in_Upstate_New_York	Arts in Upstate New York	places	music	12	1822			other			
KSDS	KSDS	places	first paragraph	0	1792			other			
Dial_Records_(1946)	Dial Records (1946)	musicians	first paragraph	0	1689			other			
International_Trumpet_Guild	International Trumpet Guild	musicians	honorary award	14	1356			other			
Storyville_Records	Storyville Records	musicians	artists	13	1288			other			
Dragon_Records	Dragon Records	musicians	history	5	1288			other			
Dragon_Records	Dragon Records	musicians	trivia	7	1288			other			
List_of_Australian_films_of_1991	List of Australian films of 1991	works	1991	3	1198			other			
List_of_DualDisc_releases	List of DualDisc releases	works	high profile dualdisc releases	4	1186			other			
Four_note_group	Four note group	genres	first paragraph	0	1185			other			
Act_III_Communications	Act III Communications	places	concord music group	11	1153			other			
The_Jazz_Review	The Jazz Review	works	contributors	9	1153			other			
Jazz_Profiles	Jazz Profiles	works	first paragraph	0	1106			other			
Jazz_Review	Jazz Review	works	first paragraph	0	1063			other			
List_of_Bill_Evans_tribute_albums	List of Bill Evans tribute albums	works	first paragraph	0	915			other			
Jazz_Door	Jazz Door	musicians	first paragraph	0	887			other			
Oblivion_Records	Oblivion Records	musicians	history	9	863			other			
Associated_Recording_Studios	Associated Recording Studios	places	first paragraph	0	798			other			
Fender_Contempo_Organ	Fender Contempo Organ	genres	history	9	784			other			
Fender_Contempo_Organ	Fender Contempo Organ	genres	history	9	784			other			
Fender_Contempo_Organ	Fender Contempo Organ	genres	history	9	784			other			
Fender_Contempo_Organ	Fender Contempo Organ	genres	history	9	784			other			
List_of_ACT_Music_albums	List of ACT Music albums	works	act	2	685			other			
Nardis_Records	Nardis Records	musicians	first paragraph	0	661			other			
Vater_Percussion	Vater Percussion	companies	notable users	8	588			other			
JMY_Records	JMY Records	musicians	artists	2	487			other			
List_of_L%C3%A9gion_d%27honneur_recipients_by_name_(D)	List of Légion d'honneur recipients by name (D)	other	first paragraph	0	442			other			
List_of_Nattjazz_artists	List of Nattjazz artists	people	selected bands and artists	29	402			other			
Joma_Music_Group,_Inc.	Joma Music Group, Inc.	places	first paragraph	0	311			other			
International_Talent_Associates,_Inc.	International Talent Associates, Inc.	musicians	selected artist represented	5	301			other			
List_of_Moldejazz_celebrety_artists	List of Moldejazz celebrety artists	musicians	celebrety moldejazz artists	2	176			other			
List_of_years_in_jazz	List of years in jazz	other	1920s	22	0			other			
List_of_years_in_jazz	List of years in jazz	other	1990s	8	0			other			
List_of_Saturday_Night_Live_episodes	List of Saturday Night Live episodes	works	episodes	28	0			other			
List_of_musical_supergroups	List of musical supergroups	other	list of groups	9	0			other			
List_of_musical_supergroups	List of musical supergroups	other	list of groups	9	0			other			
List_of_Sony/ATV_Music_Publishing_artists	List of Sony/ATV Music Publishing artists	people	m	39	0			other			
List_of_people_from_Oklahoma	List of people from Oklahoma	people	musicians	34	0			other			
Jeff_Jones_(music_industry_executive)	Jeff Jones (music industry executive)	other	career	13	4718			people			
Lennie_Sogoloff	Lennie Sogoloff	other	first paragraph	0	309			people			
Marc_Danval	Marc Danval	other	biography	9	0			people			
John_Garcia_Gensel	John Garcia Gensel	other	career	10	0			people			
Palais_des_Sports_(Paris)	Palais des Sports (Paris)	other	concerts artists alphabetic order	12	5387			places			
Nevis	Nevis	other	notable natives and residents	133	104544			places			
Metro_East	Metro East	other	residents historic figures and contributors	46	8147			places			
Gaslight_Square,_St._Louis	Gaslight Square, St. Louis	other	history	9	4045			places			
Club_RaY%C3%A9	Club RaYé	other	style	10	87			places			
To_Pimp_a_Butterfly	To Pimp a Butterfly	works	music and lyrics	18	968986			recording			
To_Pimp_a_Butterfly	To Pimp a Butterfly	works	recording and production	13	968986			recording			
2001_(Dr._Dre_album)	2001 (Dr. Dre album)	works	critical reception	32	434458			recording			
Jerry_Maguire	Jerry Maguire	works	soundtrack	51	382374			recording			
My_Beautiful_Dark_Twisted_Fantasy	My Beautiful Dark Twisted Fantasy	works	reception	43	368322			recording			
On_the_Road	On the Road	works	plot	16	282011			recording			
Collateral_(film)	Collateral (film)	works	production	26	264446			recording			
Led_Zeppelin_II	Led Zeppelin II	works	packaging	24	215027			recording			
OK_Computer	OK Computer	works	music and lyrics	25	214926			recording			
OK_Computer	OK Computer	works	music and lyrics	26	214926			recording			
Cheek_to_Cheek_(album)	Cheek to Cheek (album)	works	promotion	30	200798			recording			
Ready_to_Die	Ready to Die	works	track listing	44	198061			recording			1
Scrooged	Scrooged	works	soundtrack and score	41	188367			recording			
Pleasantville_(film)	Pleasantville (film)	works	soundtrack	52	187069			recording			
Plaza_Hotel	Plaza Hotel	places	history	21	170458			recording			
Kid_A	Kid A	works	music	31	164437			recording			
User:Tquinn86/Blakey_Sideman_Sandbox	User:Tquinn86/Blakey Sideman Sandbox	other	albums recorded as a sideman	2	0			recording		1	1
User:Tquinn86/Blakey_Sideman_Sandbox	User:Tquinn86/Blakey Sideman Sandbox	other	albums recorded as a sideman	2	0			recording		1	1
User:Tquinn86/Blakey_Sideman_Sandbox	User:Tquinn86/Blakey Sideman Sandbox	other	albums recorded as a sideman	2	0			recording		1	1
User:Tquinn86/Blakey_Sideman_Sandbox	User:Tquinn86/Blakey Sideman Sandbox	other	albums recorded as a sideman	2	0			recording		1	1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	11	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	18	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	18	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	albums	20	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	25	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	25	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	25	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	25	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	27	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	29	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	box sets	29	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	first paragraph	0	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	first paragraph	0	157313			recording			1
Miles_Davis_discography	Miles Davis discography	works	videography	36	157313			recording			1
Kind_of_Blue	Kind of Blue	works	first paragraph	0	152631			recording			
Kind_of_Blue	Kind of Blue	works	first paragraph	0	152631			recording			
Kind_of_Blue	Kind of Blue	works	first paragraph	0	152631			recording			
Kind_of_Blue	Kind of Blue	works	personnel	44	152631			recording			1
Kind_of_Blue	Kind of Blue	works	track listing	36	152631			recording			1
Porgy_and_Bess	Porgy and Bess	works	recordings	103	137173			recording			
Porgy_and_Bess	Porgy and Bess	works	recordings	103	137173			recording			
Porgy_and_Bess	Porgy and Bess	works	songs	140	137173			recording			
Black_Messiah_(album)	Black Messiah (album)	works	recording	17	120054			recording			
Kids_on_the_Slope	Kids on the Slope	works	media	24	105058			recording			
What%27s_Going_On_(Marvin_Gaye_album)	What's Going On (Marvin Gaye album)	works	critical reception	36	104982			recording			
Paul%27s_Boutique	Paul's Boutique	works	legacy	33	101396			recording			
Bitches_Brew	Bitches Brew	works	first paragraph	0	98711			recording			1
