URL	Name	Subject	Section Header	Section Index	PageViews		Name Override	Subject Re-mapping	Section Re-mapping	Omit	miles_work
User_talk:216.48.138.35	User talk:216.48.138.35	other	2/1/2013	79	19			other		1	
User_talk:24.61.101.145	User talk:24.61.101.145	other	2/1/2013	12	0			other		1	
User_talk:24.61.101.145	User talk:24.61.101.145	other	2/1/2013	14	0			other		1	
User_talk:75.64.3.141	User talk:75.64.3.141	other	2/1/2013	1	0			other		1	
User_talk:96.248.102.178	User talk:96.248.102.178	other	2/1/2013	7	2			other		1	
User_talk:96.248.102.178	User talk:96.248.102.178	other	2/1/2013	9	2			other		1	
User_talk:178.223.239.63	User talk:178.223.239.63	other	3/1/2013	1	0			other		1	
User_talk:2.122.61.163	User talk:2.122.61.163	other	3/1/2013	5	6			other		1	
User_talk:216.232.227.111	User talk:216.232.227.111	other	3/1/2013	5	0			other		1	
User_talk:66.177.100.150	User talk:66.177.100.150	other	3/1/2013	1	0			other		1	
User_talk:204.73.192.162	User talk:204.73.192.162	other	4/1/2013	72	31			other		1	
User_talk:64.88.13.5	User talk:64.88.13.5	other	4/1/2013	9	44			other		1	
User_talk:199.88.139.200	User talk:199.88.139.200	other	5/1/2013	36	9			other		1	
User_talk:152.30.112.210	User talk:152.30.112.210	other	6/1/2013	6	6			other		1	
User_talk:152.30.112.210	User talk:152.30.112.210	other	6/1/2013	6	6			other		1	
User_talk:152.30.112.210	User talk:152.30.112.210	other	6/1/2013	10	6			other		1	
User_talk:68.115.84.217	User talk:68.115.84.217	other	6/1/2013	1	0			other		1	
User_talk:85.192.76.101	User talk:85.192.76.101	other	6/1/2013	1	0			other		1	
User_talk:129.2.207.216	User talk:129.2.207.216	other	9/1/2013	3	3			other		1	
User_talk:129.2.207.216	User talk:129.2.207.216	other	9/1/2013	5	3			other		1	
User_talk:2.123.249.126	User talk:2.123.249.126	other	9/1/2013	1	2			other		1	
User_talk:Jmmyjam	User talk:Jmmyjam	other	9/1/2013	27	58			other		1	
User_talk:Jmmyjam	User talk:Jmmyjam	other	9/1/2013	27	58			other		1	
User_talk:158.123.198.2	User talk:158.123.198.2	other	11/1/2013	13	56			other		1	
User_talk:152.157.78.121	User talk:152.157.78.121	other	1/1/2014	12	13			other		1	
User_talk:66.211.131.50	User talk:66.211.131.50	other	1/1/2014	8	3			other		1	
User_talk:66.211.131.50	User talk:66.211.131.50	other	1/1/2014	10	3			other		1	
User_talk:68.41.173.183	User talk:68.41.173.183	other	1/1/2014	1	7			other		1	
User_talk:66.114.31.105	User talk:66.114.31.105	other	2/1/2014	21	24			other		1	
User_talk:66.114.31.105	User talk:66.114.31.105	other	2/1/2014	23	24			other		1	
User_talk:71.191.251.25	User talk:71.191.251.25	other	2/1/2014	6	3			other		1	
User_talk:71.191.251.25	User talk:71.191.251.25	other	2/1/2014	6	3			other		1	
User_talk:99.16.93.211	User talk:99.16.93.211	other	2/1/2014	1	5			other		1	
User_talk:73.50.60.86	User talk:73.50.60.86	other	4/1/2014	1	1			other		1	
User_talk:James_byron_Nash	User talk:James byron Nash	other	5/1/2014	3	0			other		1	
User_talk:James_byron_Nash	User talk:James byron Nash	other	5/1/2014	5	0			other		1	
User_talk:123.136.33.19	User talk:123.136.33.19	other	8/1/2014	55	41			other		1	
User_talk:123.136.33.19	User talk:123.136.33.19	other	8/1/2014	57	41			other		1	
User_talk:Lennyisx	User talk:Lennyisx	other	8/1/2014	3	7			other		1	
User_talk:Lennyisx	User talk:Lennyisx	other	8/1/2014	5	7			other		1	
User_talk:Lennyisx	User talk:Lennyisx	other	8/1/2014	9	7			other		1	
User_talk:12.252.200.122	User talk:12.252.200.122	other	9/1/2014	1	4			other		1	
User_talk:199.231.180.243	User talk:199.231.180.243	other	9/1/2014	5	37			other		1	
User_talk:204.122.255.186	User talk:204.122.255.186	other	9/1/2014	34	17			other		1	
User_talk:204.122.255.186	User talk:204.122.255.186	other	9/1/2014	36	17			other		1	
User_talk:204.122.255.186	User talk:204.122.255.186	other	9/1/2014	38	17			other		1	
User_talk:50.200.10.138	User talk:50.200.10.138	other	9/1/2014	9	17			other		1	
User_talk:50.200.10.138	User talk:50.200.10.138	other	9/1/2014	10	17			other		1	
User_talk:108.174.103.209	User talk:108.174.103.209	other	10/1/2014	3	10			other		1	
User_talk:108.174.103.209	User talk:108.174.103.209	other	10/1/2014	5	10			other		1	
User_talk:199.184.247.129	User talk:199.184.247.129	other	10/1/2014	70	19			other		1	
User_talk:199.184.247.129	User talk:199.184.247.129	other	10/1/2014	72	19			other		1	
User_talk:170.24.131.2	User talk:170.24.131.2	other	12/1/2014	86	41			other		1	
User_talk:192.235.30.56	User talk:192.235.30.56	other	12/1/2014	8	8			other		1	
User_talk:170.235.215.106	User talk:170.235.215.106	other	1/1/2015	46	30			other		1	
User_talk:170.235.215.106	User talk:170.235.215.106	other	1/1/2015	48	30			other		1	
User_talk:72.66.88.219	User talk:72.66.88.219	other	1/1/2015	1	1			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	1	6			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	3	6			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	5	6			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	5	6			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	5	6			other		1	
User_talk:Owen_kruse	User talk:Owen kruse	other	1/1/2015	5	6			other		1	
User_talk:100.40.104.190	User talk:100.40.104.190	other	2/1/2015	1	11			other		1	
User_talk:100.40.104.190	User talk:100.40.104.190	other	2/1/2015	4	11			other		1	
User_talk:100.40.104.190	User talk:100.40.104.190	other	2/1/2015	5	11			other		1	
User_talk:100.40.104.190	User talk:100.40.104.190	other	2/1/2015	6	11			other		1	
User_talk:100.40.104.190	User talk:100.40.104.190	other	2/1/2015	7	11			other		1	
User_talk:69.122.188.189	User talk:69.122.188.189	other	2/1/2015	1	3			other		1	
User_talk:69.122.188.189	User talk:69.122.188.189	other	2/1/2015	3	3			other		1	
User_talk:David1119	User talk:David1119	other	2/1/2015	1	7			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	1	6			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	3	6			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	5	6			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	5	6			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	5	6			other		1	
User_talk:Nakwebsdbti	User talk:Nakwebsdbti	other	2/1/2015	5	6			other		1	
User_talk:216.21.169.232	User talk:216.21.169.232	other	3/1/2015	24	30			other		1	
User_talk:68.171.25.41	User talk:68.171.25.41	other	3/1/2015	1	7			other		1	
User_talk:169.244.37.130	User talk:169.244.37.130	other	5/1/2015	8	57			other		1	
User_talk:169.244.37.130	User talk:169.244.37.130	other	5/1/2015	10	57			other		1	
User_talk:71.22.174.194	User talk:71.22.174.194	other	5/1/2015	1	12			other		1	
User_talk:139.216.193.199	User talk:139.216.193.199	other	6/1/2015	3	4			other		1	
User_talk:139.216.193.199	User talk:139.216.193.199	other	6/1/2015	5	4			other		1	
User_talk:Buffalo_mozzarella	User talk:Buffalo mozzarella	other	7/1/2015	10	162			other		1	
User_talk:Buffalo_mozzarella	User talk:Buffalo mozzarella	other	7/1/2015	10	162			other		1	
User_talk:Buffalo_mozzarella	User talk:Buffalo mozzarella	other	7/1/2015	10	162			other		1	
User_talk:100.36.111.21	User talk:100.36.111.21	other	8/1/2015	1	30			other		1	
User_talk:100.36.111.21	User talk:100.36.111.21	other	8/1/2015	4	30			other		1	
User_talk:192.43.223.45	User talk:192.43.223.45	other	1/1/2016	18	14			other		1	
User_talk:213.60.34.224	User talk:213.60.34.224	other	1/1/2016	13	21			other		1	
User_talk:213.60.34.224	User talk:213.60.34.224	other	1/1/2016	15	21			other		1	
User_talk:192.138.214.106	User talk:192.138.214.106	other	2/1/2016	20	58			other		1	
User_talk:192.43.223.39	User talk:192.43.223.39	other	2/1/2016	29	33			other		1	
User_talk:192.43.223.39	User talk:192.43.223.39	other	2/1/2016	31	33			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	3	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	6	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	7	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	9	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	9	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	9	0			other		1	
User_talk:204.154.122.138	User talk:204.154.122.138	other	2/1/2016	9	0			other		1	
User_talk:2601:58D:2:6CE0:F970:A80E:6794:5C54	User talk:2601:58D:2:6CE0:F970:A80E:6794:5C54	other	2/1/2016	3	0			other		1	
User_talk:2601:58D:2:6CE0:F970:A80E:6794:5C54	User talk:2601:58D:2:6CE0:F970:A80E:6794:5C54	other	2/1/2016	5	0			other		1	
User_talk:75.144.186.54	User talk:75.144.186.54	other	2/1/2016	40	26			other		1	
User_talk:Lm22052	User talk:Lm22052	other	2/1/2016	8	0			other		1	
User_talk:Lm22052	User talk:Lm22052	other	2/1/2016	9	0			other		1	
User_talk:Samuelelihall	User talk:Samuelelihall	other	3/1/2016	4	0			other		1	
User_talk:Samuelelihall	User talk:Samuelelihall	other	3/1/2016	6	0			other		1	
Don_Cheadle	Don Cheadle	people	first paragraph	0	483139			people			
Rick_James	Rick James	musicians	biography	12	469363			musicians			
Flea_(musician)	Flea (musician)	musicians	early life	10	465659			musicians			
Flea_(musician)	Flea (musician)	musicians	musical style	99	465659			musicians			
Steven_Van_Zandt	Steven Van Zandt	musicians	career	59	427075			musicians			
Blues	Blues	genres	musical impact	110	423277			genres			
Steely_Dan	Steely Dan	musicians	history	31	395496			musicians			
Brian_Eno	Brian Eno	musicians	solo work	28	392657			musicians			
Burt_Bacharach	Burt Bacharach	musicians	life and career	21	385058			musicians			
Carlos_Santana	Carlos Santana	musicians	santana	18	384233			musicians			
User:Felipeh/Things/Past	User:Felipeh/Things/Past	other	19461989	50	0			other		1	
Carlos_Santana	Carlos Santana	musicians	santana	29	384233			musicians			
Carlos_Santana	Carlos Santana	musicians	santana	36	384233			musicians			
King_Crimson	King Crimson	musicians	history	19	361603			musicians			
King_Crimson	King Crimson	musicians	history	20	361603			musicians			
John_Paul_Jones_(musician)	John Paul Jones (musician)	musicians	led zeppelin	25	358738			musicians			
Harry_Belafonte	Harry Belafonte	musicians	music career	13	353586			musicians			
Death_of_Jimi_Hendrix	Death of Jimi Hendrix	events	postmortem	39	351960			events			
Earth,_Wind_%26_Fire	Earth, Wind & Fire	musicians	influence	87	351724			musicians			
Mark_Salling	Mark Salling	musicians	career	9	342277			musicians			
John_Coltrane	John Coltrane	musicians	biography	19	338347			musicians			
John_Coltrane	John Coltrane	musicians	first paragraph	0	338347			musicians			
User:Ichthyoid/Pitchfork_top_albums	User:Ichthyoid/Pitchfork top albums	other	1960s	4	0			other		1	
John_Coltrane	John Coltrane	musicians	first paragraph	0	338347			musicians			
The_Allman_Brothers_Band	The Allman Brothers Band	musicians	musical style and influences	51	325633			musicians			
Progressive_rock	Progressive rock	genres	characteristics	11	312460			genres			
Kyle_Eastwood	Kyle Eastwood	musicians	musical background	8	310993			musicians			
Desmond_Tutu	Desmond Tutu	people	media and film appearances	183	309646			people			
Valentine%27s_Day	Valentine's Day	events	celebration and status worldwide	108	305721			events			
User:Ichthyoid/Pitchfork_top_albums	User:Ichthyoid/Pitchfork top albums	other	1970s	6	0			other		1	
User:Ichthyoid/Pitchfork_top_albums	User:Ichthyoid/Pitchfork top albums	other	1970s	6	0			other		1	
User:Ichthyoid/Pitchfork_top_albums	User:Ichthyoid/Pitchfork top albums	other	1970s	6	0			other		1	
Claude_Debussy	Claude Debussy	musicians	music	79	305364			musicians			
James_Baldwin	James Baldwin	people	inspiration and relationships	55	301017			people			
James_Baldwin	James Baldwin	people	saintpauldevence	28	301017			people			
James_Baldwin	James Baldwin	people	saintpauldevence	28	301017			people			
Joe_Bonamassa	Joe Bonamassa	musicians	life and career	11	299609			musicians			
Charlie_Parker	Charlie Parker	musicians	career	21	287788			musicians			
Charlie_Parker	Charlie Parker	musicians	career	21	287788			musicians			
Charlie_Parker	Charlie Parker	musicians	career	25	287788			musicians			
Charlie_Parker	Charlie Parker	musicians	first paragraph	0	287788			musicians			
Charlie_Parker	Charlie Parker	musicians	first paragraph	0	287788			musicians			
Charlie_Parker	Charlie Parker	musicians	first paragraph	0	287788			musicians			
Jaco_Pastorius	Jaco Pastorius	musicians	legacy	60	280902			musicians			
Duke_Ellington	Duke Ellington	musicians	legacy	109	278541			musicians			
Duke_Ellington	Duke Ellington	musicians	legacy	109	278541			musicians			
Counterculture_of_the_1960s	Counterculture of the 1960s	events	culture and lifestyles	166	276525			events			
Wilco	Wilco	musicians	musical style and influence	71	270342			musicians			
Greenwich_Village	Greenwich Village	places	history	41	270062			places			
Richard_Wright_(musician)	Richard Wright (musician)	musicians	musical style	38	268289			musicians			
Glenn_Miller	Glenn Miller	musicians	band alumni	58	264633			musicians			
User:SecretName101/List_of_Events_at_Auditorium_Theatre	User:SecretName101/List of Events at Auditorium Theatre	other	2010s	31	0			other		1	
Wikipedia:WikiProject_Persondata/List_of_biographies/1	Wikipedia:WikiProject Persondata/List of biographies/1	other	4201 to 4300	88	0			other		1	
User_talk:66.59.105.18	User talk:66.59.105.18	other	48 hour block	32	13			other		1	
User:Lexein/LSHWOF	User:Lexein/LSHWOF	other	a	6	0			other		1	
The_Byrds	The Byrds	musicians	history	19	254152			musicians			
Gary_Clark,_Jr.	Gary Clark, Jr.	musicians	in popular culture	33	253584			musicians			
User:Bartledan	User:Bartledan	other	about me	11	192			other		1	
User:JIK1975	User:JIK1975	other	about me	3	1472			other		1	
User:Peterdjones	User:Peterdjones	other	about me	6	341			other		1	
Jack_Johnson_(boxer)	Jack Johnson (boxer)	musicians	legacy	117	247731			musicians			
Owsley_Stanley	Owsley Stanley	musicians	biography	20	246612			musicians			
User:Voceditenore/TemporaryDrafts7	User:Voceditenore/TemporaryDrafts7	other	adaptations	16	0			other		1	
Funk	Funk	genres	characteristics	22	239778			genres			
Talk:Rolling_Stone%27s_500_Greatest_Albums_of_All_Time	Talk:Rolling Stone's 500 Greatest Albums of All Time	other	add to list artists with 4 albums on list	182	0			other		1	
User:Swashbuckler332	User:Swashbuckler332	other	additional interests	14	43			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Wikipedia:WikiProject_Spam/LinkReports/plosin.com	Wikipedia:WikiProject Spam/LinkReports/plosin.com	other	additions	9	0			other		1	
Funk	Funk	genres	history	59	239778			genres			
Template:Infobox_ethnic_group/testcases	Template:Infobox ethnic group/testcases	other	african american	5	0			other		1	
Template:Infobox_ethnic_group/testcases	Template:Infobox ethnic group/testcases	other	african american	5	0			other		1	
Template:Infobox_ethnic_group/testcases	Template:Infobox ethnic group/testcases	other	african american	5	0			other		1	
Template:Infobox_ethnic_group/testcases	Template:Infobox ethnic group/testcases	other	african american	5	0			other		1	
User:John_Carter/Africa_articles	User:John Carter/Africa articles	other	african diaspora	12	0			other		1	
User:John_Carter/Africa_articles	User:John Carter/Africa articles	other	african diaspora	18	0			other		1	
George_Kennedy	George Kennedy	musicians	filmography	36	235474			musicians			
Chet_Baker	Chet Baker	musicians	biography	13	221384			musicians			
Duane_Allman	Duane Allman	musicians	success layla at fillmore east	30	218982			musicians			
Talk:Sketches_of_Japan	Talk:Sketches of Japan	other	album cover  color scheme choice	7	0			other		1	
Talk:Sketches_of_Japan	Talk:Sketches of Japan	other	album cover  color scheme choice	7	0			other		1	
Shea_Stadium	Shea Stadium	places	stadium usage	71	218870			places			
The_Mars_Volta	The Mars Volta	musicians	history	29	216155			musicians			
Wikipedia_talk:Non-free_content/Archive_1	Wikipedia talk:Non-free content/Archive 1	other	album covers strike two lines from policy	300	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	19	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	26	0			other		1	
User:Zepelin/Miles_Complete	User:Zepelin/Miles Complete	other	album groups	27	0			other		1	
The_Mars_Volta	The Mars Volta	musicians	musical style and influences	84	216155			musicians			
1960s	1960s	events	people	184	213000			events			
Herbie_Hancock	Herbie Hancock	musicians	awards	97	208675			musicians			
Herbie_Hancock	Herbie Hancock	musicians	early life and career	12	208675			musicians			
Herbie_Hancock	Herbie Hancock	musicians	first paragraph	0	208675			musicians			
Herbie_Hancock	Herbie Hancock	musicians	first paragraph	0	208675			musicians			
Herbie_Hancock	Herbie Hancock	musicians	first paragraph	0	208675			musicians			
Thelonious_Monk	Thelonious Monk	musicians	early playing career	12	204084			musicians			
Thelonious_Monk	Thelonious Monk	musicians	early recordings 19441954	18	204084			musicians			
Thelonious_Monk	Thelonious Monk	musicians	first paragraph	0	204084			musicians			
Will-o%27-the-wisp	Will-o'-the-wisp	other	in music	68	202731			other			
Dolores_O%27Riordan	Dolores O'Riordan	musicians	career	18	193460			musicians			
Public_Image_Ltd	Public Image Ltd	musicians	history	43	192756			musicians			
User:SilkTork/Music	User:SilkTork/Music	other	albums	18	0			other		1	
User:SilkTork/Music	User:SilkTork/Music	other	albums	18	0			other		1	
User:SilkTork/Music	User:SilkTork/Music	other	albums	18	0			other		1	
User:SilkTork/Music	User:SilkTork/Music	other	albums	18	0			other		1	
Myles_Kennedy	Myles Kennedy	musicians	artistry and influences	47	185742			musicians			
Speedball_(drug)	Speedball (drug)	other	notable users	13	177400			other			
Billy_Preston	Billy Preston	musicians	personal life	44	175968			musicians			
Paul_Shaffer	Paul Shaffer	musicians	other activities	17	173492			musicians			
Oboe	Oboe	other	use in nonclassical music	46	171120			other			
Dave_Brubeck	Dave Brubeck	musicians	recognition	52	170886			musicians			
Motherfucker	Motherfucker	other	variants	6	169780			other			
1970s	1970s	events	popular culture	134	169575			events			
Sly_and_the_Family_Stone	Sly and the Family Stone	musicians	style and legacy	48	168122			musicians			
Drum_and_bass	Drum and bass	genres	musical features	21	166706			genres			
